date,tournament,surface,Round,winner,winner_rank_at_match,loser,loser_rank_at_match,score,source_player
16-Jun-2025,Queen's Club,Grass,R32,Jiri Lehecka,30.0,De Minaur,12,6-4 6-2,Alex De Minaur
26-May-2025,Roland Garros,Clay,R64,Alexander Bublik,62.0,De Minaur,9,2-6 2-6 6-4 6-3 6-2,Alex De Minaur
26-May-2025,Roland Garros,Clay,R128,De Minaur,9,Laslo Djere,59.0,6-3 6-4 7-6(6),Alex De Minaur
7-May-2025,Rome Masters,Clay,R16,Tommy Paul,12.0,De Minaur,8,7-5 6-3,Alex De Minaur
7-May-2025,Rome Masters,Clay,R32,De Minaur,8,Hugo Dellien,103.0,6-4 6-4,Alex De Minaur
7-May-2025,Rome Masters,Clay,R64,De Minaur,8,Luca Nardi,95.0,6-4 7-5,Alex De Minaur
23-Apr-2025,Madrid Masters,Clay,R16,Lorenzo Musetti,11.0,De Minaur,7,6-4 6-2,Alex De Minaur
23-Apr-2025,Madrid Masters,Clay,R32,De Minaur,7,Denis Shapovalov,30.0,6-3 7-6(3),Alex De Minaur
23-Apr-2025,Madrid Masters,Clay,R64,De Minaur,7,Lorenzo Sonego,43.0,6-2 6-3,Alex De Minaur
14-Apr-2025,Barcelona,Clay,QF,Carlos Alcaraz,2.0,De Minaur,7,7-5 6-3,Alex De Minaur
14-Apr-2025,Barcelona,Clay,R16,De Minaur,7,Jacob Fearnley,74.0,6-1 6-2,Alex De Minaur
14-Apr-2025,Barcelona,Clay,R32,De Minaur,7,Tomas Martin Etcheverry,46.0,6-4 6-4,Alex De Minaur
5-Apr-2026,Monte-Carlo,Clay,R16,Auger Aliassime,7,Casper Ruud,12.0,7-5 2-2 RET,Felix Auger Aliassime
5-Apr-2026,Monte-Carlo,Clay,R32,Auger Aliassime,7,Marin Cilic,51.0,7-6(4) 6-3,Felix Auger Aliassime
18-Mar-2026,Miami Masters,Hard,R32,Terence Atmane,53.0,Auger Aliassime,8,6-3 1-6 6-3,Felix Auger Aliassime
18-Mar-2026,Miami Masters,Hard,R64,Auger Aliassime,8,Marton Fucsovics,54.0,7-6(3) 7-5,Felix Auger Aliassime
4-Mar-2026,Indian Wells Masters,Hard,R16,Arthur Fils,32.0,Auger Aliassime,9,6-3 7-6(9),Felix Auger Aliassime
4-Mar-2026,Indian Wells Masters,Hard,R32,Auger Aliassime,9,Gabriel Diallo,38.0,6-7(5) 6-3 6-3,Felix Auger Aliassime
4-Mar-2026,Indian Wells Masters,Hard,R64,Auger Aliassime,9,Gael Monfils,148.0,6-7(5) 6-3 6-4,Felix Auger Aliassime
23-Feb-2026,Dubai,Hard,SF,Daniil Medvedev,11.0,Auger Aliassime,8,6-4 6-2,Felix Auger Aliassime
23-Feb-2026,Dubai,Hard,QF,Auger Aliassime,8,Jiri Lehecka,24.0,6-3 7-6(2),Felix Auger Aliassime
23-Feb-2026,Dubai,Hard,R16,Auger Aliassime,8,Giovanni Mpetshi Perricard,58.0,6-4 6-4,Felix Auger Aliassime
23-Feb-2026,Dubai,Hard,R32,Auger Aliassime,8,Zhizhen Zhang,263.0,6-3 7-6(4),Felix Auger Aliassime
9-Feb-2026,Rotterdam,Hard,F,Alex De Minaur,8.0,Auger Aliassime,6,6-3 6-2,Felix Auger Aliassime
9-Feb-2026,Rotterdam,Hard,SF,Auger Aliassime,6,Alexander Bublik,10.0,6-1 6-2,Felix Auger Aliassime
9-Feb-2026,Rotterdam,Hard,QF,Auger Aliassime,6,Tallon Griekspoor,27.0,7-6(2) 6-2,Felix Auger Aliassime
9-Feb-2026,Rotterdam,Hard,R16,Auger Aliassime,6,Hamad Medjedovic,79.0,6-4 6-4,Felix Auger Aliassime
9-Feb-2026,Rotterdam,Hard,R32,Auger Aliassime,6,Alexei Popyrin,50.0,7-5 6-3,Felix Auger Aliassime
2-Feb-2026,Montpellier,Hard,F,Auger Aliassime,8,Adrian Mannarino,70.0,6-3 7-6(4),Felix Auger Aliassime
2-Feb-2026,Montpellier,Hard,SF,Auger Aliassime,8,Titouan Droguet,150.0,6-4 6-7(5) 6-1,Felix Auger Aliassime
2-Feb-2026,Montpellier,Hard,QF,Auger Aliassime,8,Arthur Fils,42.0,6-4 6-2,Felix Auger Aliassime
2-Feb-2026,Montpellier,Hard,R16,Auger Aliassime,8,Stan Wawrinka,113.0,6-4 7-6(3),Felix Auger Aliassime
19-Jan-2026,Australian Open,Hard,R128,Nuno Borges,46.0,Auger Aliassime,8,3-6 6-4 6-4 0-0 RET,Felix Auger Aliassime
5-Jan-2026,United Cup,Hard,RR,Zizou Bergs,42.0,Auger Aliassime,5,6-4 6-2,Felix Auger Aliassime
5-Jan-2026,United Cup,Hard,RR,Auger Aliassime,5,Zhizhen Zhang,464.0,6-4 6-4,Felix Auger Aliassime
9-Nov-2025,Tour Finals,Hard,SF,Carlos Alcaraz,1.0,Auger Aliassime,8,6-2 6-4,Felix Auger Aliassime
9-Nov-2025,Tour Finals,Hard,RR,Jannik Sinner,2.0,Auger Aliassime,8,7-5 6-1,Felix Auger Aliassime
9-Nov-2025,Tour Finals,Hard,RR,Auger Aliassime,8,Alexander Zverev,3.0,6-4 7-6(4),Felix Auger Aliassime
9-Nov-2025,Tour Finals,Hard,RR,Auger Aliassime,8,Ben Shelton,5.0,4-6 7-6(7) 7-5,Felix Auger Aliassime
27-Oct-2025,Paris Masters,Hard,F,Jannik Sinner,2.0,Auger Aliassime,10,6-4 7-6(4),Felix Auger Aliassime
27-Oct-2025,Paris Masters,Hard,SF,Auger Aliassime,10,Alexander Bublik,16.0,7-6(3) 6-4,Felix Auger Aliassime
27-Oct-2025,Paris Masters,Hard,QF,Auger Aliassime,10,Valentin Vacherot,40.0,6-2 6-2,Felix Auger Aliassime
27-Oct-2025,Paris Masters,Hard,R16,Auger Aliassime,10,Daniel Altmaier,50.0,3-6 6-3 6-2,Felix Auger Aliassime
27-Oct-2025,Paris Masters,Hard,R32,Auger Aliassime,10,Alexandre Muller,44.0,5-7 7-6(5) 7-6(4),Felix Auger Aliassime
27-Oct-2025,Paris Masters,Hard,R64,Auger Aliassime,10,Francisco Comesana,68.0,6-7(2) 6-3 6-3,Felix Auger Aliassime
20-Oct-2025,Basel,Hard,QF,Jaume Munar,42.0,Auger Aliassime,12,6-3 0-0 RET,Felix Auger Aliassime
20-Oct-2025,Basel,Hard,R16,Auger Aliassime,12,Marin Cilic,89.0,7-6(2) 7-6(2),Felix Auger Aliassime
20-Oct-2025,Basel,Hard,R32,Auger Aliassime,12,Gabriel Diallo,41.0,6-2 7-5,Felix Auger Aliassime
13-Oct-2025,Brussels,Hard,F,Auger Aliassime,13,Jiri Lehecka,17.0,7-6(2) 6-7(6) 6-2,Felix Auger Aliassime
13-Oct-2025,Brussels,Hard,SF,Auger Aliassime,13,Raphael Collignon,90.0,7-6(2) 6-4,Felix Auger Aliassime
13-Oct-2025,Brussels,Hard,QF,Auger Aliassime,13,Eliot Spizzirri,111.0,6-2 7-6(6),Felix Auger Aliassime
13-Oct-2025,Brussels,Hard,R16,Auger Aliassime,13,Damir Dzumhur,67.0,7-6(3) 4-6 7-6(5),Felix Auger Aliassime
1-Oct-2025,Shanghai Masters,Hard,QF,Arthur Rinderknech,54.0,Auger Aliassime,13,6-3 6-4,Felix Auger Aliassime
1-Oct-2025,Shanghai Masters,Hard,R16,Auger Aliassime,13,Lorenzo Musetti,9.0,6-4 6-2,Felix Auger Aliassime
1-Oct-2025,Shanghai Masters,Hard,R32,Auger Aliassime,13,Jesper De Jong,81.0,6-4 7-5,Felix Auger Aliassime
1-Oct-2025,Shanghai Masters,Hard,R64,Auger Aliassime,13,Alejandro Tabilo,74.0,6-3 6-3,Felix Auger Aliassime
25-Aug-2025,US Open,Hard,SF,Jannik Sinner,1.0,Auger Aliassime,27,6-1 3-6 6-3 6-4,Felix Auger Aliassime
25-Aug-2025,US Open,Hard,QF,Auger Aliassime,27,Alex De Minaur,8.0,4-6 7-6(7) 7-5 7-6(4),Felix Auger Aliassime
25-Aug-2025,US Open,Hard,R16,Auger Aliassime,27,Andrey Rublev,15.0,7-5 6-3 6-4,Felix Auger Aliassime
25-Aug-2025,US Open,Hard,R32,Auger Aliassime,27,Alexander Zverev,3.0,4-6 7-6(7) 6-4 6-4,Felix Auger Aliassime
25-Aug-2025,US Open,Hard,R64,Auger Aliassime,27,Roman Safiullin,94.0,6-1 7-6(4) 7-6(5),Felix Auger Aliassime
25-Aug-2025,US Open,Hard,R128,Auger Aliassime,27,Billy Harris,151.0,6-4 7-6(8) 6-4,Felix Auger Aliassime
7-Aug-2025,Cincinnati Masters,Hard,QF,Jannik Sinner,1.0,Auger Aliassime,28,6-0 6-2,Felix Auger Aliassime
7-Aug-2025,Cincinnati Masters,Hard,R16,Auger Aliassime,28,Benjamin Bonzi,63.0,6-4 6-3,Felix Auger Aliassime
7-Aug-2025,Cincinnati Masters,Hard,R32,Auger Aliassime,28,Arthur Rinderknech,70.0,7-6(4) 4-2 RET,Felix Auger Aliassime
7-Aug-2025,Cincinnati Masters,Hard,R64,Auger Aliassime,28,Tomas Martin Etcheverry,58.0,6-2 7-6(3),Felix Auger Aliassime
27-Jul-2025,Canada Masters,Hard,R64,Fabian Marozsan,56.0,Auger Aliassime,28,6-4 6-4,Felix Auger Aliassime
30-Jun-2025,Wimbledon,Grass,R64,Jan Lennard Struff,125.0,Auger Aliassime,28,3-6 7-6(9) 6-3 6-4,Felix Auger Aliassime
30-Jun-2025,Wimbledon,Grass,R128,Auger Aliassime,28,James Duckworth,103.0,6-2 3-6 6-7(2) 6-4 6-4,Felix Auger Aliassime
22-Jun-2025,Mallorca,Grass,SF,Tallon Griekspoor,34.0,Auger Aliassime,27,6-4 6-4,Felix Auger Aliassime
22-Jun-2025,Mallorca,Grass,QF,Auger Aliassime,27,Hamad Medjedovic,73.0,3-6 6-1 6-4,Felix Auger Aliassime
22-Jun-2025,Mallorca,Grass,R16,Auger Aliassime,27,Arthur Rinderknech,70.0,7-5 6-3,Felix Auger Aliassime
16-Jun-2025,Halle,Grass,R16,Karen Khachanov,22.0,Auger Aliassime,27,6-3 1-6 6-3,Felix Auger Aliassime
16-Jun-2025,Halle,Grass,R32,Auger Aliassime,27,Laslo Djere,65.0,6-3 6-7(6) 6-1,Felix Auger Aliassime
9-Jun-2025,Stuttgart,Grass,SF,Taylor Fritz,7.0,Auger Aliassime,29,6-4 7-6(5),Felix Auger Aliassime
9-Jun-2025,Stuttgart,Grass,QF,Auger Aliassime,29,Justin Engel,281.0,7-6(3) 6-3,Felix Auger Aliassime
9-Jun-2025,Stuttgart,Grass,R16,Auger Aliassime,29,Giovanni Mpetshi Perricard,36.0,6-4 6-4,Felix Auger Aliassime
26-May-2025,Roland Garros,Clay,R128,Matteo Arnaldi,36.0,Auger Aliassime,27,5-7 2-6 6-3 6-4 6-2,Felix Auger Aliassime
18-May-2025,Hamburg,Clay,SF,Andrey Rublev,17.0,Auger Aliassime,30,6-1 6-4,Felix Auger Aliassime
18-May-2025,Hamburg,Clay,QF,Auger Aliassime,30,Alexandre Muller,40.0,7-6(4) 6-7(6) 6-3,Felix Auger Aliassime
18-May-2025,Hamburg,Clay,R16,Auger Aliassime,30,Giovanni Mpetshi Perricard,32.0,6-2 6-4,Felix Auger Aliassime
18-May-2025,Hamburg,Clay,R32,Auger Aliassime,30,Daniel Altmaier,66.0,6-3 6-3,Felix Auger Aliassime
27-Apr-2025,Estoril CH,Clay,R16,Andrea Pellegrino,237.0,Auger Aliassime,19,7-5 6-4,Felix Auger Aliassime
23-Apr-2025,Madrid Masters,Clay,R64,Juan Manuel Cerundolo,126.0,Auger Aliassime,19,7-6(5) 6-4,Felix Auger Aliassime
14-Apr-2025,Munich,Clay,R32,Mariano Navone,70.0,Auger Aliassime,19,2-6 6-4 7-6(3),Felix Auger Aliassime
30-Mar-2026,Houston,Clay,QF,Thiago Agustin Tirante,83.0,Ben Shelton,9,6-7(5) 6-3 6-4,Ben Shelton
30-Mar-2026,Houston,Clay,R16,Ben Shelton,9,Zhizhen Zhang,263.0,7-6(5) 7-6(3),Ben Shelton
18-Mar-2026,Miami Masters,Hard,R64,Alexander Shevchenko,84.0,Ben Shelton,9,6-7(3) 7-6(3) 6-3,Ben Shelton
4-Mar-2026,Indian Wells Masters,Hard,R32,Learner Tien,27.0,Ben Shelton,8,7-6(3) 4-6 6-3,Ben Shelton
4-Mar-2026,Indian Wells Masters,Hard,R64,Ben Shelton,8,Reilly Opelka,68.0,6-7(3) 7-6(4) 6-3,Ben Shelton
9-Feb-2026,Dallas,Hard,F,Ben Shelton,9,Taylor Fritz,7.0,3-6 6-3 7-5,Ben Shelton
9-Feb-2026,Dallas,Hard,SF,Ben Shelton,9,Denis Shapovalov,40.0,4-6 6-4 7-6(4),Ben Shelton
9-Feb-2026,Dallas,Hard,QF,Ben Shelton,9,Miomir Kecmanovic,66.0,5-7 6-3 6-4,Ben Shelton
9-Feb-2026,Dallas,Hard,R16,Ben Shelton,9,Adrian Mannarino,52.0,7-6(2) 6-7(4) 6-3,Ben Shelton
9-Feb-2026,Dallas,Hard,R32,Ben Shelton,9,Gabriel Diallo,38.0,6-4 6-4,Ben Shelton
19-Jan-2026,Australian Open,Hard,QF,Jannik Sinner,2.0,Ben Shelton,7,6-3 6-4 6-4,Ben Shelton
19-Jan-2026,Australian Open,Hard,R16,Ben Shelton,7,Casper Ruud,13.0,3-6 6-4 6-3 6-4,Ben Shelton
19-Jan-2026,Australian Open,Hard,R32,Ben Shelton,7,Valentin Vacherot,31.0,6-4 6-4 7-6(5),Ben Shelton
19-Jan-2026,Australian Open,Hard,R64,Ben Shelton,7,Dane Sweeny,182.0,6-3 6-2 6-2,Ben Shelton
19-Jan-2026,Australian Open,Hard,R128,Ben Shelton,7,Ugo Humbert,33.0,6-3 7-6(2) 7-6(5),Ben Shelton
12-Jan-2026,Auckland,Hard,QF,Sebastian Baez,39.0,Ben Shelton,8,7-5 6-3,Ben Shelton
12-Jan-2026,Auckland,Hard,R16,Ben Shelton,8,Francisco Comesana,68.0,7-5 6-4,Ben Shelton
9-Nov-2025,Tour Finals,Hard,RR,Jannik Sinner,2.0,Ben Shelton,5,6-3 7-6(3),Ben Shelton
9-Nov-2025,Tour Finals,Hard,RR,Alexander Zverev,3.0,Ben Shelton,5,6-3 7-6(6),Ben Shelton
9-Nov-2025,Tour Finals,Hard,RR,Felix Auger Aliassime,8.0,Ben Shelton,5,4-6 7-6(7) 7-5,Ben Shelton
27-Oct-2025,Paris Masters,Hard,QF,Jannik Sinner,2.0,Ben Shelton,7,6-3 6-3,Ben Shelton
27-Oct-2025,Paris Masters,Hard,R16,Ben Shelton,7,Andrey Rublev,17.0,7-6(6) 6-3,Ben Shelton
27-Oct-2025,Paris Masters,Hard,R32,Ben Shelton,7,Flavio Cobolli,23.0,7-6(4) 6-3,Ben Shelton
20-Oct-2025,Basel,Hard,R16,Jaume Munar,42.0,Ben Shelton,6,6-3 6-4,Ben Shelton
20-Oct-2025,Basel,Hard,R32,Ben Shelton,6,Kamil Majchrzak,70.0,6-7(2) 6-3 7-6(7),Ben Shelton
1-Oct-2025,Shanghai Masters,Hard,R64,David Goffin,83.0,Ben Shelton,6,6-2 6-4,Ben Shelton
25-Aug-2025,US Open,Hard,R32,Adrian Mannarino,77.0,Ben Shelton,6,3-6 6-3 4-6 6-4 RET,Ben Shelton
25-Aug-2025,US Open,Hard,R64,Ben Shelton,6,Pablo Carreno Busta,137.0,6-4 6-2 6-4,Ben Shelton
25-Aug-2025,US Open,Hard,R128,Ben Shelton,6,Ignacio Buse,135.0,6-3 6-2 6-4,Ben Shelton
7-Aug-2025,Cincinnati Masters,Hard,QF,Alexander Zverev,3.0,Ben Shelton,6,6-2 6-2,Ben Shelton
7-Aug-2025,Cincinnati Masters,Hard,R16,Ben Shelton,6,Jiri Lehecka,26.0,6-4 6-4,Ben Shelton
7-Aug-2025,Cincinnati Masters,Hard,R32,Ben Shelton,6,Roberto Bautista Agut,53.0,7-6(3) 6-3,Ben Shelton
7-Aug-2025,Cincinnati Masters,Hard,R64,Ben Shelton,6,Camilo Ugo Carabelli,47.0,6-3 3-1 RET,Ben Shelton
27-Jul-2025,Canada Masters,Hard,F,Ben Shelton,7,Karen Khachanov,16.0,6-7(5) 6-4 7-6(3),Ben Shelton
27-Jul-2025,Canada Masters,Hard,SF,Ben Shelton,7,Taylor Fritz,4.0,6-4 6-3,Ben Shelton
27-Jul-2025,Canada Masters,Hard,QF,Ben Shelton,7,Alex De Minaur,8.0,6-3 6-4,Ben Shelton
27-Jul-2025,Canada Masters,Hard,R16,Ben Shelton,7,Flavio Cobolli,17.0,6-4 4-6 7-6(1),Ben Shelton
27-Jul-2025,Canada Masters,Hard,R32,Ben Shelton,7,Brandon Nakashima,32.0,6-7(8) 6-2 7-6(5),Ben Shelton
27-Jul-2025,Canada Masters,Hard,R64,Ben Shelton,7,Adrian Mannarino,94.0,6-2 6-3,Ben Shelton
21-Jul-2025,Washington,Hard,SF,Alejandro Davidovich Fokina,26.0,Ben Shelton,8,6-2 7-5,Ben Shelton
21-Jul-2025,Washington,Hard,QF,Ben Shelton,8,Frances Tiafoe,11.0,7-6(2) 6-4,Ben Shelton
21-Jul-2025,Washington,Hard,R16,Ben Shelton,8,Gabriel Diallo,35.0,6-3 6-2,Ben Shelton
21-Jul-2025,Washington,Hard,R32,Ben Shelton,8,Mackenzie Mcdonald,95.0,6-3 6-4,Ben Shelton
30-Jun-2025,Wimbledon,Grass,QF,Jannik Sinner,1.0,Ben Shelton,10,7-6(2) 6-4 6-4,Ben Shelton
30-Jun-2025,Wimbledon,Grass,R16,Ben Shelton,10,Lorenzo Sonego,47.0,3-6 6-1 7-6(1) 7-5,Ben Shelton
30-Jun-2025,Wimbledon,Grass,R32,Ben Shelton,10,Marton Fucsovics,105.0,6-3 7-6(4) 6-2,Ben Shelton
30-Jun-2025,Wimbledon,Grass,R64,Ben Shelton,10,Rinky Hijikata,87.0,6-2 7-5 6-4,Ben Shelton
30-Jun-2025,Wimbledon,Grass,R128,Ben Shelton,10,Alex Bolt,179.0,6-4 7-6(1) 7-6(4),Ben Shelton
22-Jun-2025,Mallorca,Grass,R16,Learner Tien,67.0,Ben Shelton,10,6-4 7-6(2),Ben Shelton
16-Jun-2025,Queen's Club,Grass,R32,Arthur Rinderknech,80.0,Ben Shelton,10,7-6(5) 7-6(4),Ben Shelton
9-Jun-2025,Stuttgart,Grass,SF,Alexander Zverev,3.0,Ben Shelton,12,7-6(8) 7-6(1),Ben Shelton
9-Jun-2025,Stuttgart,Grass,QF,Ben Shelton,12,Jiri Lehecka,33.0,6-4 6-4,Ben Shelton
9-Jun-2025,Stuttgart,Grass,R16,Ben Shelton,12,Pierre Hugues Herbert,132.0,7-6(4) 7-5,Ben Shelton
26-May-2025,Roland Garros,Clay,R16,Carlos Alcaraz,2.0,Ben Shelton,13,7-6(8) 6-3 4-6 6-4,Ben Shelton
26-May-2025,Roland Garros,Clay,R32,Ben Shelton,13,Matteo Gigante,167.0,6-3 6-3 6-4,Ben Shelton
26-May-2025,Roland Garros,Clay,R64,Ben Shelton,13,Hugo Gaston,83.0,W/O,Ben Shelton
26-May-2025,Roland Garros,Clay,R128,Ben Shelton,13,Lorenzo Sonego,44.0,6-4 4-6 3-6 6-2 6-3,Ben Shelton
7-May-2025,Rome Masters,Clay,R64,Jaume Munar,66.0,Ben Shelton,13,6-2 6-1,Ben Shelton
23-Apr-2025,Madrid Masters,Clay,R32,Jakub Mensik,23.0,Ben Shelton,13,6-1 6-4,Ben Shelton
23-Apr-2025,Madrid Masters,Clay,R64,Ben Shelton,13,Mariano Navone,85.0,4-6 7-6(5) 6-3,Ben Shelton
14-Apr-2025,Munich,Clay,F,Alexander Zverev,3.0,Ben Shelton,15,6-2 6-4,Ben Shelton
14-Apr-2025,Munich,Clay,SF,Ben Shelton,15,Francisco Cerundolo,22.0,2-6 7-6(7) 6-4,Ben Shelton
14-Apr-2025,Munich,Clay,QF,Ben Shelton,15,Luciano Darderi,47.0,6-4 6-3,Ben Shelton
14-Apr-2025,Munich,Clay,R16,Ben Shelton,15,Botic Van De Zandschulp,89.0,7-6(1) 6-3,Ben Shelton
14-Apr-2025,Munich,Clay,R32,Ben Shelton,15,Borna Gojo,410.0,4-6 7-6(6) 7-6(3),Ben Shelton
18-Mar-2026,Miami Masters,Hard,R16,Jiri Lehecka,22.0,Taylor Fritz,7,6-4 6-7(4) 6-2,Taylor Fritz
18-Mar-2026,Miami Masters,Hard,R32,Taylor Fritz,7,Reilly Opelka,67.0,6-3 6-4,Taylor Fritz
18-Mar-2026,Miami Masters,Hard,R64,Taylor Fritz,7,Botic Van De Zandschulp,65.0,6-3 6-7(2) 6-3,Taylor Fritz
4-Mar-2026,Indian Wells Masters,Hard,R32,Alex Michelsen,44.0,Taylor Fritz,7,6-4 7-6(6),Taylor Fritz
4-Mar-2026,Indian Wells Masters,Hard,R64,Taylor Fritz,7,Jacob Fearnley,87.0,6-3 6-7(8) 6-1,Taylor Fritz
16-Feb-2026,Delray Beach,Hard,QF,Tommy Paul,24.0,Taylor Fritz,8,6-4 6-3,Taylor Fritz
16-Feb-2026,Delray Beach,Hard,R16,Taylor Fritz,8,(NG)Rafael Jodar,118.0,7-6(4) 6-4,Taylor Fritz
9-Feb-2026,Dallas,Hard,F,Ben Shelton,9.0,Taylor Fritz,7,3-6 6-3 7-5,Taylor Fritz
9-Feb-2026,Dallas,Hard,SF,Taylor Fritz,7,Marin Cilic,61.0,7-6(5) 7-6(3),Taylor Fritz
9-Feb-2026,Dallas,Hard,QF,Taylor Fritz,7,Sebastian Korda,53.0,6-7(2) 6-4 7-6(5),Taylor Fritz
9-Feb-2026,Dallas,Hard,R16,Taylor Fritz,7,Brandon Nakashima,29.0,6-3 6-4,Taylor Fritz
9-Feb-2026,Dallas,Hard,R32,Taylor Fritz,7,Marcos Giron,59.0,6-4 5-7 7-6(1),Taylor Fritz
19-Jan-2026,Australian Open,Hard,R16,Lorenzo Musetti,5.0,Taylor Fritz,9,6-2 7-5 6-4,Taylor Fritz
19-Jan-2026,Australian Open,Hard,R32,Taylor Fritz,9,Stan Wawrinka,139.0,7-6(5) 2-6 6-4 6-4,Taylor Fritz
19-Jan-2026,Australian Open,Hard,R64,Taylor Fritz,9,Vit Kopriva,101.0,6-1 6-4 7-6(4),Taylor Fritz
19-Jan-2026,Australian Open,Hard,R128,Taylor Fritz,9,Valentin Royer,58.0,7-6(5) 5-7 6-1 6-3,Taylor Fritz
5-Jan-2026,United Cup,Hard,SF,Hubert Hurkacz,83.0,Taylor Fritz,9,7-6(1) 7-6(2),Taylor Fritz
5-Jan-2026,United Cup,Hard,QF,Stefanos Tsitsipas,34.0,Taylor Fritz,9,6-4 7-5,Taylor Fritz
5-Jan-2026,United Cup,Hard,RR,Taylor Fritz,9,Jaume Munar,38.0,7-6(4) 3-6 7-6(6),Taylor Fritz
5-Jan-2026,United Cup,Hard,RR,Sebastian Baez,43.0,Taylor Fritz,9,4-6 7-5 6-4,Taylor Fritz
9-Nov-2025,Tour Finals,Hard,RR,Carlos Alcaraz,1.0,Taylor Fritz,6,6-7(2) 7-5 6-3,Taylor Fritz
9-Nov-2025,Tour Finals,Hard,RR,Taylor Fritz,6,Lorenzo Musetti,9.0,6-3 6-4,Taylor Fritz
9-Nov-2025,Tour Finals,Hard,RR,Alex De Minaur,7.0,Taylor Fritz,6,7-6(3) 6-3,Taylor Fritz
27-Oct-2025,Paris Masters,Hard,R16,Alexander Bublik,16.0,Taylor Fritz,4,7-6(5) 6-2,Taylor Fritz
27-Oct-2025,Paris Masters,Hard,R32,Taylor Fritz,4,Aleksandar Vukic,103.0,7-6(4) 6-2,Taylor Fritz
20-Oct-2025,Basel,Hard,R16,Ugo Humbert,24.0,Taylor Fritz,4,6-3 6-4,Taylor Fritz
20-Oct-2025,Basel,Hard,R32,Taylor Fritz,4,Valentin Vacherot,39.0,4-6 7-6(4) 7-5,Taylor Fritz
1-Oct-2025,Shanghai Masters,Hard,R32,Giovanni Mpetshi Perricard,37.0,Taylor Fritz,4,6-4 7-5,Taylor Fritz
1-Oct-2025,Shanghai Masters,Hard,R64,Taylor Fritz,4,Fabian Marozsan,52.0,2-6 7-6(4) 7-6(1),Taylor Fritz
24-Sep-2025,Tokyo,Hard,F,Carlos Alcaraz,1.0,Taylor Fritz,5,6-4 6-4,Taylor Fritz
24-Sep-2025,Tokyo,Hard,SF,Taylor Fritz,5,Jenson Brooksby,86.0,6-4 6-3,Taylor Fritz
24-Sep-2025,Tokyo,Hard,QF,Taylor Fritz,5,Sebastian Korda,74.0,6-3 6-7(5) 6-3,Taylor Fritz
24-Sep-2025,Tokyo,Hard,R16,Taylor Fritz,5,Nuno Borges,51.0,7-5 7-6(4),Taylor Fritz
24-Sep-2025,Tokyo,Hard,R32,Taylor Fritz,5,Gabriel Diallo,35.0,4-6 6-3 7-6(3),Taylor Fritz
19-Sep-2025,Laver Cup,Hard,RR,Taylor Fritz,5,Carlos Alcaraz,1.0,6-3 6-2,Taylor Fritz
19-Sep-2025,Laver Cup,Hard,RR,Taylor Fritz,5,Alexander Zverev,3.0,6-3 7-6(4),Taylor Fritz
